file	order	reorder	algo_time	bdd_time	reorder_time	minterms	span	inputs	clauses	functions	mean (variables_in_functions)	standard deviation (variables_in_functions)	median (variables_in_functions)	maxnode	total
../thesis/xml/linux_block.xml	malik_fanin	NONE	0.0000000000	0	0	1.22647e+15	1329	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	72	119
../thesis/xml/linux_block.xml	FORCE	NONE		0	0	1.22647e+15	490	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	49	87
../thesis/xml/linux_block.xml	narodyska	NONE	0.0200000000	0	0	1.22647e+15	897	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	66	112
../thesis/xml/linux_block.xml	malik_level	NONE	0.0100000000	0	0	1.22647e+15	847	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	72	118
../thesis/xml/linux_block.xml	fujii	NONE	0.0000000000	0	0	1.22647e+15	1361	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	58	106
../thesis/xml/linux_block.xml	fujita	NONE	0.0000000000	0	0	1.22647e+15	908	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	72	110
../thesis/xml/linux_block.xml	mendonca	NONE	0.0104298520	0	0	1.22647e+15	774	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	46	84
../thesis/xml/linux_block.xml	MINCE	NONE	0.0000000000	0	0	1.22647e+15	420	60.0	84.0	2.0	71.66666666666667	40.069384267237695	71.66666666666667	49	84
../thesis/xml/ecos_services.xml	malik_fanin	NONE	0.0000000000	0	0	5.54232e+11	591	53.0	77.0	2.0	71.69811320754717	40.02491214263477	71.69811320754717	64	130
../thesis/xml/ecos_services.xml	FORCE	NONE		0	0	5.54232e+11	353	53.0	77.0	2.0	71.69811320754717	40.02491214263477	71.69811320754717	97	129
../thesis/xml/ecos_services.xml	narodyska	NONE	0.0100000000	0	0	5.54232e+11	504	53.0	77.0	2.0	71.69811320754717	40.02491214263477	71.69811320754717	59	114
../thesis/xml/ecos_services.xml	malik_level	NONE	0.0100000000	0.004	0	5.54232e+11	727	53.0	77.0	2.0	71.69811320754717	40.02491214263477	71.69811320754717	111	196
../thesis/xml/ecos_services.xml	fujii	NONE	0.0000000000	0	0	5.54232e+11	543	53.0	77.0	2.0	71.69811320754717	40.02491214263477	71.69811320754717	69	146
../thesis/xml/ecos_services.xml	fujita	NONE	0.0000000000	0.004	0	5.54232e+11	528	53.0	77.0	2.0	71.69811320754717	40.02491214263477	71.69811320754717	68	146
../thesis/xml/ecos_services.xml	mendonca	NONE	0.0084625870	0	0	5.54232e+11	504	53.0	77.0	2.0	71.69811320754717	40.02491214263477	71.69811320754717	58	83
../thesis/xml/ecos_services.xml	MINCE	NONE	0.0100000000	0	0	5.54232e+11	269	53.0	77.0	2.0	71.69811320754717	40.02491214263477	71.69811320754717	75	102
../thesis/xml/REAL-FM-4.xml	malik_fanin	NONE	0.0900000000	0.024	0	4.52041e+49	4335	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	5043	73202
../thesis/xml/REAL-FM-4.xml	FORCE	NONE		0.032	0	4.52041e+49	3781	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	2193	25275
../thesis/xml/REAL-FM-4.xml	narodyska	NONE	0.3900000000	1.38	0	4.52041e+49	9363	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	668187	1130767
../thesis/xml/REAL-FM-4.xml	malik_level	NONE	0.1300000000	0.236	0	4.52041e+49	8015	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	57704	412807
../thesis/xml/REAL-FM-4.xml	fujii	NONE	0.0200000000	0.096	0	4.52041e+49	6656	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	11935	336019
../thesis/xml/REAL-FM-4.xml	fujita	NONE	0.0500000000	0.028	0	4.52041e+49	4568	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	11393	74038
../thesis/xml/REAL-FM-4.xml	mendonca	NONE	0.0106305360	0.016	0	4.52041e+49	3036	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	1819	22437
../thesis/xml/REAL-FM-4.xml	MINCE	NONE	0.0600000000	0.012	0	4.52041e+49	1886	290.0	351.0	2.0	55.86206896551724	62.42046068405384	55.86206896551724	653	896
../thesis/xml/linux_lib.xml	malik_fanin	NONE	0.0000000000	0.004	0	5.49936e+32	7252	121.0	146.0	2.0	64.0495867768595	50.84156195308234	64.0495867768595	365	492
../thesis/xml/linux_lib.xml	FORCE	NONE		0	0	5.49936e+32	3826	121.0	146.0	2.0	64.0495867768595	50.84156195308234	64.0495867768595	129	197
../thesis/xml/linux_lib.xml	narodyska	NONE	0.0400000000	0	0	5.49936e+32	7371	121.0	146.0	2.0	64.0495867768595	50.84156195308234	64.0495867768595	365	492
../thesis/xml/linux_lib.xml	malik_level	NONE	0.0200000000	0	0	5.49936e+32	6910	121.0	146.0	2.0	64.0495867768595	50.84156195308234	64.0495867768595	365	489
../thesis/xml/linux_lib.xml	fujii	NONE	0.0000000000	0.004	0	5.49936e+32	7241	121.0	146.0	2.0	64.0495867768595	50.84156195308234	64.0495867768595	365	527
../thesis/xml/linux_lib.xml	fujita	NONE	0.0100000000	0	0	5.49936e+32	7254	121.0	146.0	2.0	64.0495867768595	50.84156195308234	64.0495867768595	365	525
../thesis/xml/linux_lib.xml	mendonca	NONE	0.0121114930	0	0	5.49936e+32	7162	121.0	146.0	2.0	64.0495867768595	50.84156195308234	64.0495867768595	127	169
../thesis/xml/linux_lib.xml	MINCE	NONE	0.0100000000	0	0	5.49936e+32	3638	121.0	146.0	2.0	64.0495867768595	50.84156195308234	64.0495867768595	129	169
../thesis/xml/ecos_fs.xml	malik_fanin	NONE	0.0000000000	0	0	49725	74	22.0	24.0	2.0	52.27272727272727	67.49655638598863	52.27272727272727	28	29
../thesis/xml/ecos_fs.xml	FORCE	NONE		0	0	49725	61	22.0	24.0	2.0	52.27272727272727	67.49655638598863	52.27272727272727	26	27
../thesis/xml/ecos_fs.xml	narodyska	NONE	0.0000000000	0	0	49725	92	22.0	24.0	2.0	52.27272727272727	67.49655638598863	52.27272727272727	25	26
../thesis/xml/ecos_fs.xml	malik_level	NONE	0.0000000000	0	0	49725	90	22.0	24.0	2.0	52.27272727272727	67.49655638598863	52.27272727272727	27	28
../thesis/xml/ecos_fs.xml	fujii	NONE	0.0000000000	0	0	49725	96	22.0	24.0	2.0	52.27272727272727	67.49655638598863	52.27272727272727	50	52
